class,split,filename,source_path
Mais_Cercosporiose,train,00160_59abb5c6-b107-4e6d-8ae7-25bcadc18b3e___RS_GLSp 4476.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00160_59abb5c6-b107-4e6d-8ae7-25bcadc18b3e___RS_GLSp 4476.JPG
Mais_Cercosporiose,train,00361_b9a39437-94b7-41e3-b309-080e9a93d5ca___RS_GLSp 4440.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00361_b9a39437-94b7-41e3-b309-080e9a93d5ca___RS_GLSp 4440.JPG
Mais_Cercosporiose,train,00428_d4bf70c0-f7fe-4921-9944-a89717811183___RS_GLSp 4373.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00428_d4bf70c0-f7fe-4921-9944-a89717811183___RS_GLSp 4373.JPG
Mais_Cercosporiose,train,00154_584a0a63-7d44-469c-a0b0-f4d0aaa4c82f___RS_GLSp 4445.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00154_584a0a63-7d44-469c-a0b0-f4d0aaa4c82f___RS_GLSp 4445.JPG
Mais_Cercosporiose,train,00466_e83678ff-832f-45eb-b95b-766701e6c051___RS_GLSp 9285.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00466_e83678ff-832f-45eb-b95b-766701e6c051___RS_GLSp 9285.JPG
Mais_Cercosporiose,train,00499_f8dafa02-edfb-4fc6-bea1-a51cab4d4111___RS_GLSp 4472 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00499_f8dafa02-edfb-4fc6-bea1-a51cab4d4111___RS_GLSp 4472 copy.jpg
Mais_Cercosporiose,train,00041_171b34fb-183f-4b57-be91-7e02fcebb7df___RS_GLSp 4326.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00041_171b34fb-183f-4b57-be91-7e02fcebb7df___RS_GLSp 4326.JPG
Mais_Cercosporiose,train,00021_0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00021_0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy.jpg
Mais_Cercosporiose,train,00434_d63f0a92-e489-4acd-b5df-847a83172abc___RS_GLSp 4607.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00434_d63f0a92-e489-4acd-b5df-847a83172abc___RS_GLSp 4607.JPG
Mais_Cercosporiose,train,00074_27ea3780-cdea-449f-b427-04ad3d0a7eae___RS_GLSp 9271.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00074_27ea3780-cdea-449f-b427-04ad3d0a7eae___RS_GLSp 9271.JPG
Mais_Cercosporiose,train,00068_261e0893-078f-41ae-9445-4942f8828f53___RS_GLSp 7320.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00068_261e0893-078f-41ae-9445-4942f8828f53___RS_GLSp 7320.JPG
Mais_Cercosporiose,train,00132_468d93ab-7a44-4ae7-a489-a03d39651009___RS_GLSp 4466.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00132_468d93ab-7a44-4ae7-a489-a03d39651009___RS_GLSp 4466.JPG
Mais_Cercosporiose,train,00158_59726309-40b6-498d-a487-ff2d8fc455a8___RS_GLSp 4686.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00158_59726309-40b6-498d-a487-ff2d8fc455a8___RS_GLSp 4686.JPG
Mais_Cercosporiose,train,00053_2045dd77-e896-4c78-b40b-5b93631e4e5c___RS_GLSp 9300.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00053_2045dd77-e896-4c78-b40b-5b93631e4e5c___RS_GLSp 9300.JPG
Mais_Cercosporiose,train,00175_629273b6-9eaa-4084-b72b-ac856a9ef899___RS_GLSp 4636.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00175_629273b6-9eaa-4084-b72b-ac856a9ef899___RS_GLSp 4636.JPG
Mais_Cercosporiose,train,00385_c3937239-7444-4c3d-a271-f02d5286fe5a___RS_GLSp 4485.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00385_c3937239-7444-4c3d-a271-f02d5286fe5a___RS_GLSp 4485.JPG
Mais_Cercosporiose,train,00201_710d6f32-5df1-48df-a738-9a03ab158fa4___RS_GLSp 4584.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00201_710d6f32-5df1-48df-a738-9a03ab158fa4___RS_GLSp 4584.JPG
Mais_Cercosporiose,train,00240_8596a96c-faff-424a-9f05-c21f486d63c5___RS_GLSp 4372.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00240_8596a96c-faff-424a-9f05-c21f486d63c5___RS_GLSp 4372.JPG
Mais_Cercosporiose,train,00451_df225045-fc7e-4207-a8fa-072f0f262b8b___RS_GLSp 4674.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00451_df225045-fc7e-4207-a8fa-072f0f262b8b___RS_GLSp 4674.JPG
Mais_Cercosporiose,train,00267_922d9b80-97b2-4251-a073-0d41bddb0654___RS_GLSp 9359.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00267_922d9b80-97b2-4251-a073-0d41bddb0654___RS_GLSp 9359.JPG
Mais_Cercosporiose,train,00337_aee8f52c-50c2-4327-8240-b8767ea8692d___RS_GLSp 9339.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00337_aee8f52c-50c2-4327-8240-b8767ea8692d___RS_GLSp 9339.JPG
Mais_Cercosporiose,train,00251_88bd95d6-469d-4588-94c9-d11c330951bd___RS_GLSp 4468.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00251_88bd95d6-469d-4588-94c9-d11c330951bd___RS_GLSp 4468.JPG
Mais_Cercosporiose,train,00420_d1b2206b-39e5-4444-9ebe-223d0d78880e___RS_GLSp 4407.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00420_d1b2206b-39e5-4444-9ebe-223d0d78880e___RS_GLSp 4407.JPG
Mais_Cercosporiose,train,00438_d890fad9-fcde-4ed6-be88-10e61735cd9c___RS_GLSp 4368.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00438_d890fad9-fcde-4ed6-be88-10e61735cd9c___RS_GLSp 4368.JPG
Mais_Cercosporiose,train,00156_590078f5-c132-47d1-a575-9a05637cdaba___RS_GLSp 9351.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00156_590078f5-c132-47d1-a575-9a05637cdaba___RS_GLSp 9351.JPG
Mais_Cercosporiose,train,00453_e10b0d3a-440b-46cd-a7f4-351196dcd1df___RS_GLSp 4323.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00453_e10b0d3a-440b-46cd-a7f4-351196dcd1df___RS_GLSp 4323.JPG
Mais_Cercosporiose,train,00315_a7dc9342-e554-4245-98f7-d35a3cbd52fe___RS_GLSp 7281.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00315_a7dc9342-e554-4245-98f7-d35a3cbd52fe___RS_GLSp 7281.JPG
Mais_Cercosporiose,train,00151_573ad2a6-906a-4d32-af81-0026fc57258f___RS_GLSp 4613.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00151_573ad2a6-906a-4d32-af81-0026fc57258f___RS_GLSp 4613.JPG
Mais_Cercosporiose,train,00050_1effc5b5-4f56-4374-92c8-4acb0b506527___RS_GLSp 7314.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00050_1effc5b5-4f56-4374-92c8-4acb0b506527___RS_GLSp 7314.JPG
Mais_Cercosporiose,train,00059_22b0a72e-66bf-47ae-86ef-da6e85e31056___RS_GLSp 4405.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00059_22b0a72e-66bf-47ae-86ef-da6e85e31056___RS_GLSp 4405.JPG
Mais_Cercosporiose,train,00313_a768a3ed-74df-4223-a9ec-9c58663d2323___RS_GLSp 4496 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00313_a768a3ed-74df-4223-a9ec-9c58663d2323___RS_GLSp 4496 copy.jpg
Mais_Cercosporiose,train,00212_7599513c-e2f3-4301-a010-6f32b429d047___RS_GLSp 4286.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00212_7599513c-e2f3-4301-a010-6f32b429d047___RS_GLSp 4286.JPG
Mais_Cercosporiose,train,00188_6b4ebda6-c3d3-4d7e-b38e-cf948ec16dd2___RS_GLSp 9326.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00188_6b4ebda6-c3d3-4d7e-b38e-cf948ec16dd2___RS_GLSp 9326.JPG
Mais_Cercosporiose,train,00401_c8769ca7-614a-4763-a8bc-8d7c7f1b2925___RS_GLSp 4355.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00401_c8769ca7-614a-4763-a8bc-8d7c7f1b2925___RS_GLSp 4355.JPG
Mais_Cercosporiose,train,00358_b7e76db7-843c-4d65-be3e-d1554987b790___RS_GLSp 4418 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00358_b7e76db7-843c-4d65-be3e-d1554987b790___RS_GLSp 4418 copy.jpg
Mais_Cercosporiose,train,00312_a7659e27-ba53-4b85-a0dd-6a1009703831___RS_GLSp 4619.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00312_a7659e27-ba53-4b85-a0dd-6a1009703831___RS_GLSp 4619.JPG
Mais_Cercosporiose,train,00233_80a35c48-04ed-457d-a7e0-ac5179c7b53a___RS_GLSp 7292.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00233_80a35c48-04ed-457d-a7e0-ac5179c7b53a___RS_GLSp 7292.JPG
Mais_Cercosporiose,train,00288_9e4b4ce4-514f-4add-81be-7ebafdacdb46___RS_GLSp 4490.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00288_9e4b4ce4-514f-4add-81be-7ebafdacdb46___RS_GLSp 4490.JPG
Mais_Cercosporiose,train,00004_01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp 9276.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00004_01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp 9276.JPG
Mais_Cercosporiose,train,00421_d1f96a7c-c108-45a4-82f6-ffe84b0d081f___RS_GLSp 9304.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00421_d1f96a7c-c108-45a4-82f6-ffe84b0d081f___RS_GLSp 9304.JPG
Mais_Cercosporiose,train,00446_dda4a05e-e5cd-471b-9c6b-38f589d863dd___RS_GLSp 4491 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00446_dda4a05e-e5cd-471b-9c6b-38f589d863dd___RS_GLSp 4491 copy.jpg
Mais_Cercosporiose,train,00314_a79e6eae-3c49-455b-9b51-e34da9ce6d1b___RS_GLSp 4493.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00314_a79e6eae-3c49-455b-9b51-e34da9ce6d1b___RS_GLSp 4493.JPG
Mais_Cercosporiose,train,00351_b3a3ae35-860d-4d65-af43-faa13c3d2834___RS_GLSp 9272.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00351_b3a3ae35-860d-4d65-af43-faa13c3d2834___RS_GLSp 9272.JPG
Mais_Cercosporiose,train,00139_4f01283d-c07f-4c1f-9a94-186536d98196___RS_GLSp 4486.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00139_4f01283d-c07f-4c1f-9a94-186536d98196___RS_GLSp 4486.JPG
Mais_Cercosporiose,train,00228_7eeafe66-9b88-473c-a2d6-a72edb99c3fa___RS_GLSp 9364.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00228_7eeafe66-9b88-473c-a2d6-a72edb99c3fa___RS_GLSp 9364.JPG
Mais_Cercosporiose,train,00096_32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00096_32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy.jpg
Mais_Cercosporiose,train,00363_b9fbe0b3-7f05-4ec3-be16-0cf13b86e8fe___RS_GLSp 4374.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00363_b9fbe0b3-7f05-4ec3-be16-0cf13b86e8fe___RS_GLSp 4374.JPG
Mais_Cercosporiose,train,00503_fadf58aa-98fd-402a-8fdc-d06e250ec265___RS_GLSp 4557.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00503_fadf58aa-98fd-402a-8fdc-d06e250ec265___RS_GLSp 4557.JPG
Mais_Cercosporiose,train,00411_ce3b19bd-dace-4d23-836e-233b02f12300___RS_GLSp 4505.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00411_ce3b19bd-dace-4d23-836e-233b02f12300___RS_GLSp 4505.JPG
Mais_Cercosporiose,train,00340_afef777a-61bd-43c8-9159-44e4309b9322___RS_GLSp 7311.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00340_afef777a-61bd-43c8-9159-44e4309b9322___RS_GLSp 7311.JPG
Mais_Cercosporiose,train,00088_2ccec9ab-60e1-4b79-bfdc-b33d387db907___RS_GLSp 4576.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00088_2ccec9ab-60e1-4b79-bfdc-b33d387db907___RS_GLSp 4576.JPG
Mais_Cercosporiose,train,00319_a9e08234-c1be-4519-a3e3-dd8d9456fab0___RS_GLSp 7336.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00319_a9e08234-c1be-4519-a3e3-dd8d9456fab0___RS_GLSp 7336.JPG
Mais_Cercosporiose,train,00381_c1662485-4a2d-40d0-94f4-7642bdf8dfdb___RS_GLSp 4410.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00381_c1662485-4a2d-40d0-94f4-7642bdf8dfdb___RS_GLSp 4410.JPG
Mais_Cercosporiose,train,00200_70f07cb5-244a-4140-99fb-0cc87e8914d5___RS_GLSp 4429.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00200_70f07cb5-244a-4140-99fb-0cc87e8914d5___RS_GLSp 4429.JPG
Mais_Cercosporiose,train,00345_b2114580-76f0-4608-93db-c4eb2bb06d25___RS_GLSp 9305 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00345_b2114580-76f0-4608-93db-c4eb2bb06d25___RS_GLSp 9305 copy.jpg
Mais_Cercosporiose,train,00400_c83abfee-9e52-476e-bb0c-b1121fb57c54___RS_GLSp 4331.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00400_c83abfee-9e52-476e-bb0c-b1121fb57c54___RS_GLSp 4331.JPG
Mais_Cercosporiose,train,00342_b131eadc-23e6-4784-92b4-4aaee4293bb7___RS_GLSp 4431.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00342_b131eadc-23e6-4784-92b4-4aaee4293bb7___RS_GLSp 4431.JPG
Mais_Cercosporiose,train,00407_cc115c6f-75d2-4fae-b6f9-a1eaa80fb68e___RS_GLSp 9284.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00407_cc115c6f-75d2-4fae-b6f9-a1eaa80fb68e___RS_GLSp 9284.JPG
Mais_Cercosporiose,train,00011_065fe7da-dcaf-41be-9332-5ec5ebceb94b___RS_GLSp 9337.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00011_065fe7da-dcaf-41be-9332-5ec5ebceb94b___RS_GLSp 9337.JPG
Mais_Cercosporiose,train,00006_038464d1-47a9-4169-afb1-72c87e568a95___RS_GLSp 4480.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Cercosporiose\00006_038464d1-47a9-4169-afb1-72c87e568a95___RS_GLSp 4480.JPG
